transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail
4049,2023-04-01,12:44:11,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4049,2023-04-01,12:44:11,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
4050,2023-04-01,15:39:05,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
4050,2023-04-01,15:39:05,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4050,2023-04-01,15:39:05,2,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
4051,2023-04-01,07:39:33,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4051,2023-04-01,07:39:33,2,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4051,2023-04-01,07:39:33,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4052,2023-04-01,16:06:43,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4052,2023-04-01,16:06:43,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4053,2023-04-01,10:35:46,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4053,2023-04-01,10:35:46,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4054,2023-04-01,10:03:19,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
4054,2023-04-01,10:03:19,2,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4054,2023-04-01,10:03:19,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4054,2023-04-01,10:03:19,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4055,2023-04-01,15:30:18,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
4056,2023-04-01,14:50:10,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4057,2023-04-01,12:27:01,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4057,2023-04-01,12:27:01,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4057,2023-04-01,12:27:01,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4058,2023-04-01,09:45:09,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4059,2023-04-01,07:24:48,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4059,2023-04-01,07:24:48,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4060,2023-04-01,11:04:05,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4060,2023-04-01,11:04:05,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4061,2023-04-01,14:54:01,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4061,2023-04-01,14:54:01,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4061,2023-04-01,14:54:01,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4062,2023-04-01,06:22:38,2,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
4062,2023-04-01,06:22:38,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4063,2023-04-01,12:55:45,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4064,2023-04-01,07:31:06,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4064,2023-04-01,07:31:06,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
4065,2023-04-01,09:03:35,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4066,2023-04-01,16:51:48,1,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4067,2023-04-01,09:44:34,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4067,2023-04-01,09:44:34,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4068,2023-04-01,12:00:53,2,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4068,2023-04-01,12:00:53,2,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4069,2023-04-01,08:23:35,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4069,2023-04-01,08:23:35,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4069,2023-04-01,08:23:35,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
4070,2023-04-01,19:50:01,1,8,Hell's Kitchen,16,22.00,Coffee beans,Organic Beans,Brazilian Lg
4070,2023-04-01,19:50:01,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4070,2023-04-01,19:50:01,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4070,2023-04-01,19:50:01,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4071,2023-04-01,08:56:36,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4071,2023-04-01,08:56:36,1,5,Lower Manhattan,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4072,2023-04-01,08:16:28,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4073,2023-04-01,11:47:30,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4073,2023-04-01,11:47:30,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
4073,2023-04-01,11:47:30,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4074,2023-04-01,09:56:10,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4074,2023-04-01,09:56:10,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4075,2023-04-02,11:07:47,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4075,2023-04-02,11:07:47,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4076,2023-04-02,09:13:44,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4077,2023-04-02,07:19:24,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4077,2023-04-02,07:19:24,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4077,2023-04-02,07:19:24,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4078,2023-04-02,09:45:40,2,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
4079,2023-04-02,14:32:15,2,3,Astoria,12,3.75,Bakery,Pastry,Croissant
4080,2023-04-02,11:05:17,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4080,2023-04-02,11:05:17,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4081,2023-04-02,09:21:54,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4081,2023-04-02,09:21:54,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
4082,2023-04-02,16:05:38,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4082,2023-04-02,16:05:38,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4082,2023-04-02,16:05:38,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4083,2023-04-02,10:17:43,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4084,2023-04-02,14:51:13,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4085,2023-04-02,15:03:37,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
4086,2023-04-02,08:01:49,2,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4086,2023-04-02,08:01:49,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
4087,2023-04-02,07:12:26,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4087,2023-04-02,07:12:26,2,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4088,2023-04-02,09:33:40,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4089,2023-04-02,15:02:00,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4089,2023-04-02,15:02:00,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4090,2023-04-02,09:45:07,2,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4091,2023-04-02,09:47:24,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4092,2023-04-02,20:48:44,2,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
4093,2023-04-02,07:21:10,1,5,Lower Manhattan,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4094,2023-04-02,17:56:59,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4094,2023-04-02,17:56:59,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
4095,2023-04-02,13:18:44,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4095,2023-04-02,13:18:44,2,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
4096,2023-04-02,08:14:52,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4097,2023-04-02,11:05:43,1,8,Hell's Kitchen,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4097,2023-04-02,11:05:43,2,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4097,2023-04-02,11:05:43,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4098,2023-04-02,14:18:40,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4098,2023-04-02,14:18:40,1,8,Hell's Kitchen,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4099,2023-04-02,17:49:36,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4100,2023-04-02,08:45:57,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4100,2023-04-02,08:45:57,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4101,2023-04-02,08:13:30,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4102,2023-04-02,17:42:31,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4102,2023-04-02,17:42:31,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4103,2023-04-02,09:40:29,1,5,Lower Manhattan,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4103,2023-04-02,09:40:29,2,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
4103,2023-04-02,09:40:29,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4104,2023-04-02,16:55:29,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4104,2023-04-02,16:55:29,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4104,2023-04-02,16:55:29,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4105,2023-04-02,12:07:26,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4106,2023-04-02,09:41:05,1,5,Lower Manhattan,20,0.80,Flavours,Regular syrup,Vanilla syrup
4106,2023-04-02,09:41:05,2,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4106,2023-04-02,09:41:05,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4106,2023-04-02,09:41:05,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
4107,2023-04-02,08:46:52,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4107,2023-04-02,08:46:52,1,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4108,2023-04-02,08:31:46,2,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
4108,2023-04-02,08:31:46,1,8,Hell's Kitchen,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4109,2023-04-02,06:30:35,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4109,2023-04-02,06:30:35,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4110,2023-04-02,14:46:49,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4110,2023-04-02,14:46:49,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4111,2023-04-02,19:03:39,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
4112,2023-04-02,11:23:58,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4112,2023-04-02,11:23:58,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
4113,2023-04-02,10:26:19,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
4114,2023-04-02,15:00:53,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
4115,2023-04-02,16:47:37,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4115,2023-04-02,16:47:37,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4116,2023-04-02,11:46:26,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
4116,2023-04-02,11:46:26,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4116,2023-04-02,11:46:26,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
4117,2023-04-02,07:56:56,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4118,2023-04-02,13:44:27,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
4119,2023-04-02,18:11:39,1,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4120,2023-04-02,13:17:51,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4121,2023-04-02,10:43:17,1,5,Lower Manhattan,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4122,2023-04-02,10:37:17,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4123,2023-04-02,08:21:48,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4124,2023-04-02,10:14:03,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4125,2023-04-02,09:59:23,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4125,2023-04-02,09:59:23,3,5,Lower Manhattan,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4125,2023-04-02,09:59:23,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4126,2023-04-02,15:02:46,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4127,2023-04-02,08:09:17,1,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
4128,2023-04-02,09:35:12,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4129,2023-04-02,07:51:22,2,3,Astoria,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4129,2023-04-02,07:51:22,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
4130,2023-04-02,08:31:27,1,3,Astoria,20,0.80,Flavours,Regular syrup,Vanilla syrup
4131,2023-04-02,18:44:25,1,8,Hell's Kitchen,18,14.00,Branded,Clothing,Coffee Roastery Mug
4132,2023-04-02,08:50:53,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4132,2023-04-02,08:50:53,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4132,2023-04-02,08:50:53,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4133,2023-04-02,14:52:49,1,3,Astoria,11,3.50,Bakery,Scone,Oatmeal Scone
4133,2023-04-02,14:52:49,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4134,2023-04-02,13:16:59,2,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4134,2023-04-02,13:16:59,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4134,2023-04-02,13:16:59,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4135,2023-04-02,11:51:32,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4136,2023-04-02,07:41:31,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4136,2023-04-02,07:41:31,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4136,2023-04-02,07:41:31,2,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4137,2023-04-02,12:48:59,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4137,2023-04-02,12:48:59,1,8,Hell's Kitchen,18,14.00,Branded,Clothing,Coffee Roastery Mug
4138,2023-04-02,17:41:40,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
4139,2023-04-02,09:53:44,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4140,2023-04-02,15:29:39,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4140,2023-04-02,15:29:39,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4141,2023-04-02,08:38:27,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4142,2023-04-02,19:33:35,1,8,Hell's Kitchen,13,2.50,Bakery,Biscotti,Ginger Biscotti
4143,2023-04-02,10:58:38,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4144,2023-04-02,13:05:44,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4145,2023-04-02,09:37:52,1,8,Hell's Kitchen,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4145,2023-04-02,09:37:52,1,8,Hell's Kitchen,12,3.75,Bakery,Pastry,Croissant
4146,2023-04-02,06:21:00,2,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4147,2023-04-02,11:40:42,3,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
4147,2023-04-02,11:40:42,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4148,2023-04-02,07:19:53,1,5,Lower Manhattan,11,3.50,Bakery,Scone,Oatmeal Scone
4148,2023-04-02,07:19:53,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
4149,2023-04-02,12:56:46,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4150,2023-04-02,16:24:10,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
4151,2023-04-02,08:43:28,3,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4152,2023-04-02,12:16:39,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4153,2023-04-03,09:23:27,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4153,2023-04-03,09:23:27,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
4154,2023-04-03,06:09:47,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4154,2023-04-03,06:09:47,1,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4154,2023-04-03,06:09:47,1,3,Astoria,13,2.50,Bakery,Biscotti,Ginger Biscotti
4155,2023-04-03,13:10:22,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4155,2023-04-03,13:10:22,2,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4156,2023-04-03,19:13:18,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4156,2023-04-03,19:13:18,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4156,2023-04-03,19:13:18,1,3,Astoria,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4157,2023-04-03,12:02:38,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4158,2023-04-03,19:01:47,1,8,Hell's Kitchen,20,0.80,Flavours,Regular syrup,Vanilla syrup
4159,2023-04-03,09:59:48,2,5,Lower Manhattan,12,3.75,Bakery,Pastry,Croissant
4160,2023-04-03,13:42:30,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4161,2023-04-03,07:27:50,1,5,Lower Manhattan,13,2.50,Bakery,Biscotti,Ginger Biscotti
4162,2023-04-03,08:06:58,1,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4163,2023-04-03,13:40:35,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4164,2023-04-03,14:26:27,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4164,2023-04-03,14:26:27,1,3,Astoria,3,3.75,Coffee,Espresso,Cappuccino
4164,2023-04-03,14:26:27,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4164,2023-04-03,14:26:27,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4165,2023-04-03,09:32:36,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4166,2023-04-03,11:28:34,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
4166,2023-04-03,11:28:34,1,3,Astoria,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4167,2023-04-03,11:28:17,1,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
4168,2023-04-03,11:39:13,1,5,Lower Manhattan,5,2.50,Coffee,Espresso,Espresso Shot
4169,2023-04-03,08:02:32,1,3,Astoria,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4169,2023-04-03,08:02:32,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4169,2023-04-03,08:02:32,1,3,Astoria,5,2.50,Coffee,Espresso,Espresso Shot
4170,2023-04-03,18:19:49,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4170,2023-04-03,18:19:49,1,5,Lower Manhattan,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4170,2023-04-03,18:19:49,2,5,Lower Manhattan,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4171,2023-04-03,09:02:52,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4172,2023-04-03,07:21:55,1,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4173,2023-04-03,18:37:51,1,3,Astoria,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4174,2023-04-03,10:47:58,1,5,Lower Manhattan,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4174,2023-04-03,10:47:58,1,5,Lower Manhattan,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4175,2023-04-03,15:02:48,1,3,Astoria,8,3.00,Tea,Brewed Black tea,English Breakfast Rg
4176,2023-04-03,09:22:35,2,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
4176,2023-04-03,09:22:35,1,8,Hell's Kitchen,10,2.50,Tea,Brewed Green tea,Serenity Green Tea Rg
4177,2023-04-03,07:33:38,1,5,Lower Manhattan,3,3.75,Coffee,Espresso,Cappuccino
4178,2023-04-03,10:45:42,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4179,2023-04-03,09:00:49,1,5,Lower Manhattan,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4179,2023-04-03,09:00:49,1,5,Lower Manhattan,4,4.50,Coffee,Espresso,Latte
4179,2023-04-03,09:00:49,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4180,2023-04-03,07:54:18,1,3,Astoria,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
4180,2023-04-03,07:54:18,2,3,Astoria,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4181,2023-04-03,07:47:58,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4181,2023-04-03,07:47:58,1,8,Hell's Kitchen,4,4.50,Coffee,Espresso,Latte
4182,2023-04-03,18:40:50,1,3,Astoria,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4182,2023-04-03,18:40:50,1,3,Astoria,4,4.50,Coffee,Espresso,Latte
4183,2023-04-03,15:14:53,1,8,Hell's Kitchen,5,2.50,Coffee,Espresso,Espresso Shot
4183,2023-04-03,15:14:53,1,8,Hell's Kitchen,6,3.50,Coffee,Gourmet brewed coffee,Ethiopia Rg
4183,2023-04-03,15:14:53,1,8,Hell's Kitchen,7,3.10,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg
4184,2023-04-03,06:19:39,2,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4184,2023-04-03,06:19:39,2,8,Hell's Kitchen,3,3.75,Coffee,Espresso,Cappuccino
4184,2023-04-03,06:19:39,1,8,Hell's Kitchen,2,3.00,Coffee,Drip coffee,Our Old Time Diner Blend Lg
4185,2023-04-03,19:54:59,1,8,Hell's Kitchen,1,2.00,Coffee,Drip coffee,Our Old Time Diner Blend Sm
4185,2023-04-03,19:54:59,2,8,Hell's Kitchen,15,3.50,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Sm
4185,2023-04-03,19:54:59,1,8,Hell's Kitchen,11,3.50,Bakery,Scone,Oatmeal Scone
4185,2023-04-03,19:54:59,2,8,Hell's Kitchen,9,3.00,Tea,Brewed herbal tea,Peppermint Lg
4186,2023-04-03,15:17:36,1,3,Astoria,19,10.00,Loose Tea,Black tea,Earl Grey Rg
4187,2023-04-03,07:03:52,1,5,Lower Manhattan,14,4.25,Drinking Chocolate,Hot chocolate,Dark chocolate Lg
